city,admin_name,country,population,lat,lng
East Riverdale,Maryland,United States,19043,38.9600,-76.9109
Pūranpur,Uttar Pradesh,India,19042,28.5200,80.1500
Dāchepalle,Andhra Pradesh,India,19042,16.6000,79.7333
Svay Pak,Phnom Penh,Cambodia,19042,11.6460,104.8741
Itaosy,Antananarivo,Madagascar,19041,-18.9138,47.4712
Lejiangxiang,Guangxi,China,19039,25.9161,109.8719
Sylvania,Ohio,United States,19038,41.7100,-83.7092
Vynnyky,Lvivska Oblast,Ukraine,19037,49.8156,24.1297
Sheridan,Wyoming,United States,19035,44.7961,-106.9642
Blankenburg,Saxony-Anhalt,Germany,19034,51.7953,10.9622
Quisqueya,Higuamo,Dominican Republic,19034,18.5542,-69.4056
Dharmsāla,Himāchal Pradesh,India,19034,32.2153,76.3186
Marktoberdorf,Bavaria,Germany,19033,47.7667,10.6167
Kovūr,Kerala,India,19033,12.1094,75.3941
Bukungu,Buyende,Uganda,19033,1.4361,32.8686
Badger,Alaska,United States,19033,64.8006,-147.3877
Taquarana,Alagoas,Brazil,19032,-9.6450,-36.4969
Sorgues,Provence-Alpes-Côte d’Azur,France,19030,44.0092,4.8730
Tirmitine,Tizi Ouzou,Algeria,19027,36.6618,3.9848
Villa Ocampo,Santa Fe,Argentina,19026,-28.4833,-59.3500
Gautier,Mississippi,United States,19026,30.4106,-88.6568
Telpaneca,Madriz,Nicaragua,19025,13.5333,-86.2833
Haslett,Michigan,United States,19025,42.7525,-84.4020
Rahata,Mahārāshtra,India,19024,19.7167,74.4833
Bremervörde,Lower Saxony,Germany,19023,53.4833,9.1333
Norwood,Ohio,United States,19023,39.1605,-84.4535
Prenzlau,Brandenburg,Germany,19022,53.3167,13.8667
Utebo,Aragon,Spain,19022,41.7167,-1.0000
Sarauli,Uttar Pradesh,India,19021,28.4931,79.0853
Wervik,Flanders,Belgium,19020,50.7833,3.0333
Morlanwelz-Mariemont,Wallonia,Belgium,19019,50.4500,4.2333
Terrell,Texas,United States,19019,32.7340,-96.2931
Villefontaine,Auvergne-Rhône-Alpes,France,19018,45.6142,5.1494
Cotija de la Paz,Michoacán,Mexico,19018,19.8167,-102.6833
Caowotan,Gansu,China,19015,37.3044,104.1720
Dadeldhurā,Sudūrpashchim,Nepal,19014,29.3000,80.6000
Station des Essais M.V.A.,Oriental,Morocco,19013,34.9352,-2.4306
Santa Ana Jilotzingo,México,Mexico,19013,19.4000,-99.2333
Santa Rosa de Calamuchita,Córdoba,Argentina,19012,-32.0667,-64.5333
Spoltore,Abruzzo,Italy,19012,42.4550,14.1399
Mānjha,Bihār,India,19011,26.4061,84.5002
Horseheads,New York,United States,19011,42.1625,-76.7941
Fond des Blancs,Sud,Haiti,19010,18.2778,-73.1273
El Bolsón,Río Negro,Argentina,19009,-41.9667,-71.5333
Akune,Kagoshima,Japan,19009,32.0144,130.1928
Água Branca,Alagoas,Brazil,19008,-9.2608,-37.9361
Ashland,Ohio,United States,19008,40.8668,-82.3156
Crowley,Texas,United States,19007,32.5781,-97.3585
Quaregnon,Wallonia,Belgium,19006,50.4417,3.8670
Burscheid,North Rhine-Westphalia,Germany,19005,51.1000,7.1167
Lagoa de Itaenga,Pernambuco,Brazil,19003,-7.9358,-35.2900
Zwijndrecht,Flanders,Belgium,19002,51.2167,4.3333
Dūrpalli,Andhra Pradesh,India,19000,18.5967,78.4517
Befandriana Atsimo,Toliara,Madagascar,19000,-22.1033,43.8927
Ampataka,Fianarantsoa,Madagascar,19000,-23.3527,47.4650
Anjahabe,Mahajanga,Madagascar,19000,-16.3883,46.6318
Ambalanirana,Antananarivo,Madagascar,19000,-18.7598,46.5139
Ambatomena,Antananarivo,Madagascar,19000,-19.8508,47.2534
Mitsinjo,Mahajanga,Madagascar,19000,-16.0099,45.8703
Belamoty,Toliara,Madagascar,19000,-23.5585,44.8091
Vohimasy,Fianarantsoa,Madagascar,19000,-22.1067,47.7938
Ifanirea,Fianarantsoa,Madagascar,19000,-22.1924,47.4741
Tanambe,Toamasina,Madagascar,19000,-17.3850,48.4523
Ambodinonoka,Fianarantsoa,Madagascar,19000,-20.9789,47.8864
Miarinavaratra,Fianarantsoa,Madagascar,19000,-20.2173,47.5020
Ambatosia,Mahajanga,Madagascar,19000,-14.6764,48.6592
Mahazoarivo,Fianarantsoa,Madagascar,19000,-22.3254,47.5691
Manantenina,Toliara,Madagascar,19000,-24.2815,47.3178
Bezaha,Toliara,Madagascar,19000,-23.5007,44.5007
Ranomena,Fianarantsoa,Madagascar,19000,-23.4259,47.2817
Nootdorp,Zuid-Holland,Netherlands,19000,52.0439,4.3978
Bajo Boquete,Chiriquí,Panama,19000,8.7800,-82.4400
Shovot,Xorazm,Uzbekistan,19000,41.6500,60.3000
Brie-Comte-Robert,Île-de-France,France,18999,48.6917,2.6083
Augusta,Maine,United States,18999,44.3341,-69.7319
Cafelândia,Paraná,Brazil,18997,-24.6178,-53.3200
Vista Hermosa de Negrete,Michoacán,Mexico,18995,20.2717,-102.4749
Yahotyn,Kyivska Oblast,Ukraine,18995,50.2569,31.7817
Pruzhany,Brestskaya Voblasts’,Belarus,18994,52.5567,24.4644
Haukipudas,Pohjois-Pohjanmaa,Finland,18994,65.1833,25.3500
Kouloum,Kayes,Mali,18994,14.4714,-11.3644
Sārangpur,Bihār,India,18993,25.7389,85.6951
Druten,Gelderland,Netherlands,18991,51.8889,5.6044
Chapada dos Guimarães,Mato Grosso,Brazil,18990,-15.4608,-55.7500
Le Puy-en-Velay,Auvergne-Rhône-Alpes,France,18989,45.0444,3.8847
Bīrpur,Bihār,India,18989,25.5181,86.0826
Chinchali,Karnātaka,India,18986,16.5650,74.8175
Kosatarosh,Sughd,Tajikistan,18986,39.4000,67.7500
Springfield,Tennessee,United States,18985,36.4949,-86.8711
Barão do Grajaú,Maranhão,Brazil,18984,-6.7558,-43.0239
Proletarsk,Rostovskaya Oblast’,Russia,18983,46.7000,41.7333
Nārapala,Andhra Pradesh,India,18982,14.7206,77.8106
Sukhāsan,Bihār,India,18982,25.4944,87.5263
Scorzè,Veneto,Italy,18981,45.5719,12.1089
Rufino,Santa Fe,Argentina,18980,-34.2619,-62.7114
Juvisy-sur-Orge,Île-de-France,France,18978,48.6889,2.3783
Kāveripatnam,Tamil Nādu,India,18978,12.4219,78.2188
Lebanon,Oregon,United States,18978,44.5317,-122.9071
Onex,Genève,Switzerland,18977,46.1833,6.1000
Ferguson,Pennsylvania,United States,18977,40.7432,-77.9403
Caconde,São Paulo,Brazil,18976,-21.5289,-46.6439
Boiro,Galicia,Spain,18976,42.6500,-8.9000
Redland,Maryland,United States,18976,39.1339,-77.1464
Siripur,Bihār,India,18975,26.7336,84.7217
Koliakkod,Kerala,India,18973,8.6333,76.9000
Sarso,Bihār,India,18969,26.2333,86.1768
Seagoville,Texas,United States,18968,32.6530,-96.5456
Acqui Terme,Piedmont,Italy,18967,44.6761,8.4686
Windham,Maine,United States,18967,43.7981,-70.4056
Varidhanam,Andhra Pradesh,India,18962,16.5576,81.8303
Ban Na Yang,Phetchaburi,Thailand,18961,12.8849,99.9475
Colwood,British Columbia,Canada,18961,48.4236,-123.4958
Southbourne,Christchurch and Poole Bournemouth,United Kingdom,18960,50.7220,-1.7980
Konstantynów Łódzki,Łódzkie,Poland,18960,51.7500,19.3333
Chichiriviche,Falcón,Venezuela,18960,10.9343,-68.2771
Fox Crossing,Wisconsin,United States,18960,44.2228,-88.4763
El Rosal,Cundinamarca,Colombia,18958,4.8519,-74.2628
Saint Peter Port,,Guernsey,18958,49.4555,-2.5368
Carei,Satu Mare,Romania,18957,47.6839,22.4669
Sarsāwa,Uttar Pradesh,India,18956,30.0160,77.4000
Tamman,Punjab,Pakistan,18956,33.6772,72.8558
Makronia,Madhya Pradesh,India,18955,23.8476,78.7990
Krommenie,Noord-Holland,Netherlands,18955,52.5000,4.7667
Chilkūru,Andhra Pradesh,India,18952,16.9611,79.9125
San Ignacio Cerro Gordo,Jalisco,Mexico,18952,20.7333,-102.5167
Ansonia,Connecticut,United States,18951,41.3443,-73.0689
Križevci,Koprivničko-Križevačka Županija,Croatia,18949,46.0333,16.5333
Atacames,Esmeraldas,Ecuador,18948,0.8667,-79.8333
Pitseng,Leribe,Lesotho,18948,-29.0097,28.2575
El Malah,Aïn Temouchent,Algeria,18944,35.3883,-1.0944
Guru Har Sahāi,Punjab,India,18943,30.7086,74.4041
Motomachi,Hokkaidō,Japan,18943,43.8250,144.1056
San Gabriel,La Union,Philippines,18943,16.6700,120.4000
Aikaranad,Kerala,India,18940,10.0002,76.4550
Cumberland,Maryland,United States,18938,39.6515,-78.7584
Neviges,North Rhine-Westphalia,Germany,18937,51.3128,7.0869
Casalgrande,Emilia-Romagna,Italy,18937,44.5898,10.7394
Lakhnādon,Madhya Pradesh,India,18934,22.6005,79.6009
Weißenburg,Bavaria,Germany,18931,49.0306,10.9719
Laatatra,Casablanca-Settat,Morocco,18928,32.6315,-8.4148
Ayvacık,Samsun,Turkey,18928,41.0036,36.6319
Middlesex Centre,Ontario,Canada,18928,43.0500,-81.4500
Desavilakku,Tamil Nādu,India,18924,11.6476,77.9670
Monserrato,Sardegna,Italy,18924,39.2568,9.1387
Baraúna,Rio Grande do Norte,Brazil,18922,-5.0800,-37.6169
Eiheiji,Fukui,Japan,18921,36.0922,136.2987
Knik-Fairview,Alaska,United States,18921,61.5082,-149.6252
Nakasi,Naitasiri,Fiji,18919,-18.0708,178.5214
Elamāttūr,Kerala,India,18918,9.4167,76.7000
Zuidhorn,Groningen,Netherlands,18917,53.2468,6.4077
Ardon,North Ossetia,Russia,18915,43.1833,44.3167
Āb Pakhsh,Būshehr,Iran,18913,29.3611,51.0717
Ellensburg,Washington,United States,18913,46.9999,-120.5475
Ismailpur,Bihār,India,18909,25.3113,87.1270
Onalaska,Wisconsin,United States,18909,43.8883,-91.2075
Kōtekāra,Karnātaka,India,18907,12.7929,74.8722
Ranbīrsinghpura,Jammu and Kashmīr,India,18907,32.6079,74.7293
Tadó,Chocó,Colombia,18906,5.2667,-76.5667
Lagoa Formosa,Minas Gerais,Brazil,18904,-18.7789,-46.4078
Fakfak,Papua Barat,Indonesia,18900,-2.9167,132.3000
Sironko,Sironko,Uganda,18900,1.2306,34.2481
Beshkent Shahri,Qashqadaryo,Uzbekistan,18900,38.8167,65.6500
Shirin,Sirdaryo,Uzbekistan,18900,40.2269,69.1344
Milton,New York,United States,18900,43.0406,-73.8998
Mo i Rana,Nordland,Norway,18899,66.3167,14.1667
Mebane,North Carolina,United States,18899,36.0852,-79.2736
Utazu,Kagawa,Japan,18897,34.3167,133.8333
Somandepalle,Andhra Pradesh,India,18895,14.0078,77.6086
Nayāgarh,Odisha,India,18894,20.1288,85.0963
Cullman,Alabama,United States,18894,34.1775,-86.8407
Gātāda,Andhra Pradesh,India,18893,18.4144,83.5041
Vitré,Bretagne,France,18892,48.1242,-1.2081
Bad Segeberg,Schleswig-Holstein,Germany,18891,53.9167,10.3167
Garðabær,Garðabær,Iceland,18891,64.0902,-21.9264
Prestatyn,Denbighshire,United Kingdom,18890,53.3310,-3.4050
Madalag,Aklan,Philippines,18890,11.5269,122.3064
Nanjanād,Tamil Nādu,India,18889,11.3669,76.6415
Amares,Braga,Portugal,18889,41.6333,-8.3500
Henichesk,Khersonska Oblast,Ukraine,18889,46.1667,34.8000
Palestine,Texas,United States,18888,31.7544,-95.6471
Guareí,São Paulo,Brazil,18887,-23.3728,-48.1842
Eastwood,Nottinghamshire,United Kingdom,18887,53.0180,-1.3040
Hemmingen,Lower Saxony,Germany,18885,52.3236,9.7256
Ezhamkulam,Kerala,India,18884,9.1333,76.7667
Gentilly,Île-de-France,France,18883,48.8133,2.3444
Sugaon,Bihār,India,18883,26.7317,84.7629
Kasterlee,Flanders,Belgium,18882,51.2407,4.9669
Formoso do Araguaia,Tocantins,Brazil,18881,-11.7969,-49.5289
Jaggampeta,Andhra Pradesh,India,18879,17.1833,82.0500
Pozzallo,Sicilia,Italy,18879,36.7303,14.8467
Hūn,Al Jufrah,Libya,18878,29.1268,15.9477
Lagawe,Ifugao,Philippines,18876,16.7975,121.1228
Chowchilla,California,United States,18876,37.1095,-120.2349
Korsimoro,Centre-Nord,Burkina Faso,18875,12.8250,-1.0672
Guisborough,Redcar and Cleveland,United Kingdom,18874,54.5350,-1.0563
Signa,Tuscany,Italy,18874,43.7833,11.1000
Ấp Khánh Hưng,Cần Thơ,Vietnam,18874,10.2000,105.8500
Ploemeur,Bretagne,France,18873,47.7372,-3.4261
Malazgirt,Muş,Turkey,18873,39.1478,42.5442
Kalmthout,Flanders,Belgium,18872,51.3833,4.4667
Ajacuba,Hidalgo,Mexico,18872,20.0833,-99.1167
Massaguet,Hadjer-Lamis,Chad,18872,12.4742,15.4428
Groesbeek,Gelderland,Netherlands,18870,51.7833,5.9333
Altamira,Cibao Norte,Dominican Republic,18868,19.6667,-70.8333
Kabbūr,Karnātaka,India,18868,16.4200,74.5800
Vīrapāndi,Tamil Nādu,India,18868,9.9633,77.4472
Sidi Yakoub,Béni Mellal-Khénifra,Morocco,18868,31.6667,-7.0667
Vārapatti,Kerala,India,18867,10.0167,76.6167
Arita,Saga,Japan,18867,33.2106,129.8492
San Sebastián de Buenavista,Magdalena,Colombia,18865,9.2403,-74.3556
Lansdale,Pennsylvania,United States,18865,40.2417,-75.2812
Aridaía,Kentrikí Makedonía,Greece,18864,40.9667,22.0500
Kottakota,Andhra Pradesh,India,18862,17.7513,82.7004
Duero,Bohol,Philippines,18861,9.7200,124.4000
Conceição,Paraíba,Brazil,18860,-7.5619,-38.5089
Mont-Saint-Hilaire,Quebec,Canada,18859,45.5622,-73.1917
Traiskirchen,Niederösterreich,Austria,18858,48.0167,16.3000
Naaldwijk,Zuid-Holland,Netherlands,18858,51.9936,4.2133
Moul El Bergui,Marrakech-Safi,Morocco,18856,32.5113,-8.9849
Malloussa,Tanger-Tétouan-Al Hoceïma,Morocco,18854,35.7333,-5.6333
Larne,Mid and East Antrim,United Kingdom,18853,54.8517,-5.8133
Malimono,Surigao del Norte,Philippines,18852,9.6183,125.4019
Horizontina,Rio Grande do Sul,Brazil,18851,-27.6258,-54.3078
Felanitx,Balearic Islands,Spain,18850,39.4669,3.1483
Anzoátegui,Tolima,Colombia,18849,4.6339,-75.0972
Veternik,,Serbia,18849,45.2533,19.7608
Winder,Georgia,United States,18847,33.9917,-83.7218
Fihaonana,Antananarivo,Madagascar,18846,-18.6061,47.2092
Guachucal,Nariño,Colombia,18845,0.9667,-77.7333
White Oak,Ohio,United States,18845,39.2106,-84.6060
Kara-Köl,Jalal-Abad,Kyrgyzstan,18843,41.6333,72.6667
Oirschot,Noord-Brabant,Netherlands,18842,51.5047,5.3128
Varzelândia,Minas Gerais,Brazil,18840,-15.7008,-44.0278
Zahana,Oran,Algeria,18839,35.5167,-0.4167
Dukli,Madhya Pradesh,India,18839,22.3000,79.4833
Ben ’Aknoûn,Tipaza,Algeria,18838,36.7500,3.0000
Nakhl-e Taqī,Būshehr,Iran,18837,27.5003,52.5822
Chełmno,Kujawsko-Pomorskie,Poland,18837,53.3492,18.4231
Acri,Calabria,Italy,18836,39.5000,16.3833
Tradate,Lombardy,Italy,18835,45.7000,8.9167
Pinole,California,United States,18835,37.9931,-122.2833
Barcelos,Amazonas,Brazil,18834,-0.9750,-62.9239
Bad Berleburg,North Rhine-Westphalia,Germany,18833,51.0497,8.4000
Cusano Milanino,Lombardy,Italy,18833,45.5500,9.1833
La Marque,Texas,United States,18833,29.3683,-94.9941
Qitai,Inner Mongolia,China,18831,41.5494,113.5339
Gibsonton,Florida,United States,18831,27.8260,-82.3761
Dzüünharaa,Selenge,Mongolia,18830,48.8666,106.4666
Las Terrenas,Cibao Nordeste,Dominican Republic,18829,19.3200,-69.5300
Edam,Noord-Holland,Netherlands,18828,52.5167,5.0500
Khetia,Mahārāshtra,India,18827,21.6712,74.5853
Nunuñgan,Lanao del Norte,Philippines,18827,7.8200,123.9700
São José da Coroa Grande,Pernambuco,Brazil,18825,-8.8978,-35.1478
Somerset East,Eastern Cape,South Africa,18825,-32.7167,25.5833
Radeberg,Saxony,Germany,18824,51.1167,13.9167
Camarate,Lisboa,Portugal,18822,38.8062,-9.1412
Odžak,Bosnia and Herzegovina,Bosnia and Herzegovina,18821,45.0246,18.3211
Bad Dürkheim,Rhineland-Palatinate,Germany,18821,49.4594,8.1681
Carlos Spegazzini,Buenos Aires,Argentina,18820,-34.8833,-58.5667
Villa Nueva,Córdoba,Argentina,18818,-32.4331,-63.2475
Ascención de Guarayos,Santa Cruz,Bolivia,18816,-15.8922,-63.1881
Sebaste,Antique,Philippines,18816,11.5901,122.0945
Caraúbas,Rio Grande do Norte,Brazil,18810,-5.7928,-37.5569
Hochheim am Main,Hesse,Germany,18810,50.0167,8.3500
Sabalpur,Bihār,India,18810,25.6053,85.1835
Vélez,Santander,Colombia,18808,6.0103,-73.6763
Purushottampur,Odisha,India,18808,19.5202,84.8851
Cimarron Hills,Colorado,United States,18808,38.8597,-104.6995
Winthrop,Massachusetts,United States,18807,42.3761,-70.9846
Talsint,Oriental,Morocco,18806,32.5398,-3.4408
Brownwood,Texas,United States,18805,31.7127,-98.9767
St. Marys,Georgia,United States,18805,30.7567,-81.5722
Martinsburg,West Virginia,United States,18805,39.4582,-77.9776
Udumanthala,Kerala,India,18804,12.2333,75.4667
Malacky,Bratislava,Slovakia,18804,48.4381,17.0236
Huehuetla,Puebla,Mexico,18803,20.1075,-97.6233
Pastos Bons,Maranhão,Brazil,18802,-6.6019,-44.0769
Shimomura,Nagano,Japan,18801,36.0696,138.0802
Abdurahmoni Jomí,Khatlon,Tajikistan,18800,37.9458,68.8117
Dŭstí,Khatlon,Tajikistan,18800,37.3486,68.6733
Hazorasp,Xorazm,Uzbekistan,18800,41.3167,61.0667
Ware,Hertfordshire,United Kingdom,18799,51.8108,-0.0314
Diallassagou,Mopti,Mali,18799,13.7378,-3.6264
Xinhua,Gansu,China,18798,37.8291,102.5986
Hala,Guizhou,China,18797,26.8167,103.9833
Ibirataia,Bahia,Brazil,18792,-14.0669,-39.6408
Arilje,Arilje,Serbia,18792,43.7531,20.0956
Boğazlıyan,Yozgat,Turkey,18791,39.1942,35.2472
Tocaima,Cundinamarca,Colombia,18790,4.5000,-74.6667
Meylan,Auvergne-Rhône-Alpes,France,18790,45.2092,5.7800
Ban Bang Rin,Ranong,Thailand,18788,9.9531,98.6342
Alzenau in Unterfranken,Bavaria,Germany,18787,50.0667,9.0667
Taft,Eastern Samar,Philippines,18786,11.9058,125.4181
Weirton,West Virginia,United States,18785,40.4060,-80.5671
Jwaneng,Jwaneng,Botswana,18784,-24.6017,24.7281
La Nucía,Valencia,Spain,18783,38.6172,-0.1231
Terra Santa,Pará,Brazil,18782,-2.1039,-56.4869
Kralupy nad Vltavou,Středočeský Kraj,Czechia,18782,50.2408,14.3067
Itajuípe,Bahia,Brazil,18781,-14.6778,-39.3750
Owego,New York,United States,18779,42.0881,-76.1905
Sompeta,Andhra Pradesh,India,18778,18.9300,84.6000
Corbetta,Lombardy,Italy,18778,45.4667,8.9167
Ban Bo Haeo,Lampang,Thailand,18777,18.3048,99.4657
Uetersen,Schleswig-Holstein,Germany,18776,53.6872,9.6692
Heerde,Gelderland,Netherlands,18776,52.3833,6.0333
Clive,Iowa,United States,18776,41.6147,-93.7980
Antotohazo,Antananarivo,Madagascar,18774,-18.4600,47.0800
Madeley,Telford and Wrekin,United Kingdom,18772,52.6370,-2.4480
Triolet,Pamplemousses,Mauritius,18772,-20.0500,57.5500
Camrose,Alberta,Canada,18772,53.0167,-112.8333
Kabala,Northern,Sierra Leone,18770,9.5878,-11.5517
Złotów,Wielkopolskie,Poland,18768,53.3603,17.0408
Marānchi,Bihār,India,18767,25.3544,85.9919
Presidente Olegário,Minas Gerais,Brazil,18765,-18.4178,-46.4178
Doñihue,Libertador General Bernardo O’Higgins,Chile,18764,-34.2261,-70.9650
Laukaa,Keski-Suomi,Finland,18762,62.4167,25.9500
Villa Rica,Cauca,Colombia,18761,2.5167,-76.8500
San Celoni,Catalonia,Spain,18761,41.6900,2.4900
Ayyāmpettai,Tamil Nādu,India,18759,10.8971,79.1915
Birnagar,Bihār,India,18758,25.9785,87.1110
Wisconsin Rapids,Wisconsin,United States,18756,44.3927,-89.8265
Retiro,Maule,Chile,18754,-36.0333,-71.7667
Bergeijk,Noord-Brabant,Netherlands,18754,51.3203,5.3592
San Juan Ermita,Chiquimula,Guatemala,18751,14.7667,-89.4333
Nanthankulam,Tamil Nādu,India,18751,8.3331,77.8442
Kurumbapālaiyam,Tamil Nādu,India,18749,11.1053,76.9217
Rutherford,New Jersey,United States,18748,40.8203,-74.1057
Koporo-Kénié-na,Mopti,Mali,18746,14.1308,-3.3539
Kiliia,Odeska Oblast,Ukraine,18745,45.4500,29.2667
Altônia,Paraná,Brazil,18742,-23.8739,-53.9019
Harihans,Bihār,India,18740,26.1457,84.3476
Elizabeth City,North Carolina,United States,18740,36.2942,-76.2360
Hatfield,Pennsylvania,United States,18738,40.2758,-75.2895
Melmuri,Kerala,India,18737,11.1806,76.0167
San Lorenzo de El Escorial,Madrid,Spain,18735,40.5936,-4.1428
Los Lagos,Los Ríos,Chile,18733,-39.8500,-72.8333
San Rafael La Independencia,Huehuetenango,Guatemala,18733,15.7167,-91.5333
Adliswil,Zürich,Switzerland,18731,47.3122,8.5256
Schlieren,Zürich,Switzerland,18731,47.3989,8.4497
Sendamaram,Tamil Nādu,India,18729,9.0648,77.4369
Paglat,Maguindanao,Philippines,18727,6.7811,124.7849
Gunri,Bihār,India,18726,25.6509,84.6233
Guadix,Andalusia,Spain,18725,37.3006,-3.1350
Görele,Giresun,Turkey,18725,41.0333,39.0000
Éragny,Île-de-France,France,18723,49.0181,2.0922
Ozorków,Łódzkie,Poland,18721,51.9667,19.2833
Thomasville,Georgia,United States,18720,30.8394,-83.9782
Fuente-Álamo de Murcia,Murcia,Spain,18719,37.7394,-1.1881
Marshfield,Wisconsin,United States,18718,44.6627,-90.1728
Junín de los Andes,Neuquén,Argentina,18716,-39.9167,-71.0667
Tlalnelhuayocan,Veracruz,Mexico,18715,19.5667,-96.9667
Ključ,Bosnia and Herzegovina,Bosnia and Herzegovina,18714,44.5333,16.7667
Ottawa,Illinois,United States,18714,41.3555,-88.8261
Snina,Prešov,Slovakia,18712,48.9881,22.1567
Dhāriwāl,Punjab,India,18706,31.9500,75.3200
Aroeiras,Paraíba,Brazil,18705,-7.5450,-35.7078
Salamina,Caldas,Colombia,18704,5.4083,-75.4900
Hednesford,Staffordshire,United Kingdom,18702,52.7115,-2.0006
Vadakkangara,Kerala,India,18702,11.0000,76.1583
Choghādak,Būshehr,Iran,18702,28.9858,51.0392
Djidian,Kayes,Mali,18702,13.2014,-9.4572
Midlothian,Virginia,United States,18702,37.4856,-77.6522
Peduasi,Eastern,Ghana,18701,5.8065,-0.1847
Aburi,Eastern,Ghana,18701,5.8472,-0.1775
Abong Mbang,Est,Cameroon,18700,3.9833,13.1667
Qo’shko’pir,Xorazm,Uzbekistan,18700,41.5333,60.3500
Lupeni,Hunedoara,Romania,18699,45.3603,23.2383
Tyèlè,Koulikoro,Mali,18696,12.3036,-7.5658
Hopkins,Minnesota,United States,18696,44.9259,-93.4056
Tsivory,Toliara,Madagascar,18694,-24.0727,46.0793
Balilihan,Bohol,Philippines,18694,9.7500,123.9700
Ashland,Massachusetts,United States,18694,42.2573,-71.4687
Qaryat al Qī‘ān,Nālūt,Libya,18693,32.0167,11.5000
Country Walk,Florida,United States,18693,25.6330,-80.4353
Valle,Azuay,Ecuador,18692,-2.9500,-78.9833
Nefas Mewch’a,Āmara,Ethiopia,18691,11.7333,38.4667
Perunturuttu,Kerala,India,18691,9.6333,76.5667
Ocean Acres,New Jersey,United States,18689,39.7430,-74.2805
Andéranboukan,Gao,Mali,18688,15.4275,3.0175
Areia Branca,Sergipe,Brazil,18686,-10.7578,-37.3153
Majdanpek,Majdanpek,Serbia,18686,44.4167,21.9333
Steiner Ranch,Texas,United States,18683,30.3654,-97.8960
Middelburg,Eastern Cape,South Africa,18681,-31.4939,25.0172
Matteson,Illinois,United States,18681,41.5095,-87.7468
Riom,Auvergne-Rhône-Alpes,France,18680,45.8944,3.1133
Ceglie Messapico,Puglia,Italy,18680,40.6500,17.5167
Zapote,San José,Costa Rica,18679,9.9203,-84.0592
Alfeld,Lower Saxony,Germany,18679,51.9886,9.8269
Leicester,Western Area,Sierra Leone,18678,8.4604,-13.2192
Kinzau-Vuete,Kongo Central,Congo (Kinshasa),18676,-5.4967,13.2893
Doura,Kankan,Guinea,18675,12.0167,-9.0167
Togba,Couffo,Benin,18674,7.1000,1.6667
Afrânio,Pernambuco,Brazil,18674,-8.5000,-41.0000
São Raimundo das Mangabeiras,Maranhão,Brazil,18672,-7.0219,-45.4808
Mansa Konko,Lower River,Gambia,18672,13.4667,-15.5500
Blooming Grove,New York,United States,18672,41.3948,-74.1840
Sonhauli,Bihār,India,18671,25.5108,86.4707
Altus,Oklahoma,United States,18670,34.6565,-99.3061
Maryland City,Maryland,United States,18669,39.1016,-76.8051
Lakhna,Bihār,India,18667,25.4532,85.1431
Almel,Karnātaka,India,18667,16.9200,76.2400
Rishivandiyam,Tamil Nādu,India,18665,11.8170,79.1000
Tarifa,Andalusia,Spain,18664,36.0140,-5.6060
Lelydorp,Wanica,Suriname,18663,5.6967,-55.2167
Schwalmstadt,Hesse,Germany,18661,50.9333,9.2167
Meerssen,Limburg,Netherlands,18661,50.8858,5.7519
Jasidih,Jhārkhand,India,18660,24.5138,86.6458
Broughty Ferry,Dundee City,United Kingdom,18659,56.4672,-2.8699
Şammā,Irbid,Jordan,18659,32.5700,35.6900
Kavalerovo,Primorskiy Kray,Russia,18657,44.2702,135.0498
Glinde,Schleswig-Holstein,Germany,18656,53.5406,10.2111
Siyəzən,Siyəzən,Azerbaijan,18655,41.0783,49.1061
Renningen,Baden-Württemberg,Germany,18655,48.7661,8.9347
Soalkuchi,Assam,India,18655,26.2833,91.9500
Molakālumuru,Karnātaka,India,18655,14.7178,76.7468
Andrychów,Małopolskie,Poland,18655,49.8550,19.3414
Selwyn,Ontario,Canada,18653,44.4167,-78.3333
Elumalai,Tamil Nādu,India,18651,9.8650,77.6992
Cambridge,Waikato,New Zealand,18651,-37.8833,175.4667
Alsip,Illinois,United States,18650,41.6701,-87.7368
San Julián,Sonsonate,El Salvador,18648,13.6976,-89.5596
Villaquilambre,Castille-Leon,Spain,18647,42.6167,-5.6000
Lauālāgaon,Bihār,India,18646,25.4940,87.0412
Khamir,‘Amrān,Yemen,18645,15.9889,43.9589
Carnaíba,Pernambuco,Brazil,18644,-7.8050,-37.7939
Râs el Ma,Sidi Bel Abbès,Algeria,18644,34.4974,-0.8195
Kangazha,Kerala,India,18644,9.5500,76.7180
Telwa,Bihār,India,18643,25.8796,86.3837
Adria,Veneto,Italy,18643,45.0500,12.0500
Creve Coeur,Missouri,United States,18643,38.6620,-90.4430
Aldama,Chihuahua,Mexico,18642,28.8386,-105.9111
Futog,,Serbia,18641,45.2333,19.7167
Basatpur,Bihār,India,18639,26.0011,85.0643
Mūkkanūr,Kerala,India,18638,10.2405,76.4162
Enkhuizen,Noord-Holland,Netherlands,18637,52.7000,5.3000
Kīlmangalam,Tamil Nādu,India,18633,10.0933,77.6108
Bonanza,Costa Caribe Norte,Nicaragua,18633,14.0167,-84.5833
Mānikkal,Kerala,India,18632,8.6544,76.9090
Lede,Flanders,Belgium,18628,50.9667,3.9833
Ribeirão Branco,São Paulo,Brazil,18627,-24.2208,-48.7658
Chākūr,Mahārāshtra,India,18627,18.5131,76.8753
Manakayi,Kerala,India,18627,11.8611,75.5625
